id,topic,subtopic,audience,setting,source_organization,source_url,source_information,health_message,story_title,story_summary,scenes
UGPH_0515,Tuberculosis,Reducing stigma,Community members,Ugandan community,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on reducing stigma within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about reducing stigma and encourage appropriate use of trusted health services and guidance.",Reducing stigma: A Community Story 0515,A short Ugandan public-health story about reducing stigma for community members.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan community."", ""caption"": ""Learning about reducing stigma can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a family learns about an important health practice. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about reducing stigma to the community members."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about reducing stigma to the community members. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1962,Community health,Community health education,Families,Ugandan community,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on community health education within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about community health education and encourage appropriate use of trusted health services and guidance.",Community health education: A Community Story 1962,A short Ugandan public-health story about community health education for families.,"[{""scene_number"": 1, ""description"": ""A caregiver notices an issue and seeks appropriate guidance. The setting is a ugandan community."", ""caption"": ""Learning about community health education can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a caregiver notices an issue and seeks appropriate guidance. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about community health education to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about community health education to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The caregiver follows the guidance and knows when to seek professional help."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the caregiver follows the guidance and knows when to seek professional help. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1857,HIV,HIV prevention,Young adults,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/what-we-do/hiv-aids,This example focuses on hiv prevention within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about hiv prevention and encourage appropriate use of trusted health services and guidance.",HIV prevention: A Community Story 1857,A short Ugandan public-health story about hiv prevention for young adults.,"[{""scene_number"": 1, ""description"": ""A caregiver notices an issue and seeks appropriate guidance. The setting is a ugandan community."", ""caption"": ""Learning about hiv prevention can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a caregiver notices an issue and seeks appropriate guidance. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about hiv prevention to the young adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about hiv prevention to the young adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The caregiver follows the guidance and knows when to seek professional help."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the caregiver follows the guidance and knows when to seek professional help. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0532,Infectious disease awareness,Health-facility care seeking,Families,Ugandan health centre,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on health-facility care seeking within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about health-facility care seeking and encourage appropriate use of trusted health services and guidance.",Health-facility care seeking: A Community Story 0532,A short Ugandan public-health story about health-facility care seeking for families.,"[{""scene_number"": 1, ""description"": ""A caregiver notices an issue and seeks appropriate guidance. The setting is a ugandan health centre."", ""caption"": ""Learning about health-facility care seeking can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a caregiver notices an issue and seeks appropriate guidance. the setting is a ugandan health centre. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about health-facility care seeking to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a trained health worker or trusted community member explains information about health-facility care seeking to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The caregiver follows the guidance and knows when to seek professional help."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the caregiver follows the guidance and knows when to seek professional help. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0386,Community health,Village Health Team outreach,Community members,Ugandan village,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on village health team outreach within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about village health team outreach and encourage appropriate use of trusted health services and guidance.",Village Health Team outreach: A Community Story 0386,A short Ugandan public-health story about village health team outreach for community members.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan village."", ""caption"": ""Learning about village health team outreach can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan village setting, realistic homes and community surroundings; show a community health worker shares practical health information. the setting is a ugandan village. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about village health team outreach to the community members."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan village setting, realistic homes and community surroundings; show a trained health worker or trusted community member explains information about village health team outreach to the community members. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan village setting, realistic homes and community surroundings; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan village setting, realistic homes and community surroundings; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1113,Tuberculosis,Care seeking,Adults and families,Ugandan health centre,WHO Uganda,https://www.who.int/about/accountability/results/who-results-report-2024-2025/country-profile/2024/uganda,This example focuses on care seeking within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about care seeking and encourage appropriate use of trusted health services and guidance.",Care seeking: A Community Story 1113,A short Ugandan public-health story about care seeking for adults and families.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan health centre."", ""caption"": ""Learning about care seeking can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show residents attend a local health-education activity. the setting is a ugandan health centre. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about care seeking to the adults and families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a trained health worker or trusted community member explains information about care seeking to the adults and families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1407,HIV,HIV prevention,Young adults,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/what-we-do/hiv-aids,This example focuses on hiv prevention within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about hiv prevention and encourage appropriate use of trusted health services and guidance.",HIV prevention: A Community Story 1407,A short Ugandan public-health story about hiv prevention for young adults.,"[{""scene_number"": 1, ""description"": ""A caregiver notices an issue and seeks appropriate guidance. The setting is a ugandan community."", ""caption"": ""Learning about hiv prevention can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a caregiver notices an issue and seeks appropriate guidance. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about hiv prevention to the young adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about hiv prevention to the young adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The caregiver follows the guidance and knows when to seek professional help."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the caregiver follows the guidance and knows when to seek professional help. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0450,Non-communicable diseases,Risk-factor awareness,Community members,Ugandan neighbourhood,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on risk-factor awareness within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about risk-factor awareness and encourage appropriate use of trusted health services and guidance.",Risk-factor awareness: A Community Story 0450,A short Ugandan public-health story about risk-factor awareness for community members.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan neighbourhood."", ""caption"": ""Learning about risk-factor awareness can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan neighbourhood, realistic streets and homes; show a family learns about an important health practice. the setting is a ugandan neighbourhood. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about risk-factor awareness to the community members."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan neighbourhood, realistic streets and homes; show a trained health worker or trusted community member explains information about risk-factor awareness to the community members. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan neighbourhood, realistic streets and homes; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan neighbourhood, realistic streets and homes; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1538,Child health,Care seeking,Families,Ugandan health centre,UNICEF Uganda,https://www.unicef.org/uganda/stories/it-turns-deadly,This example focuses on care seeking within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about care seeking and encourage appropriate use of trusted health services and guidance.",Care seeking: A Community Story 1538,A short Ugandan public-health story about care seeking for families.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan health centre."", ""caption"": ""Learning about care seeking can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show residents attend a local health-education activity. the setting is a ugandan health centre. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about care seeking to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show a trained health worker or trusted community member explains information about care seeking to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health centre with trained health workers; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0156,Infectious disease awareness,Prevention education,Community members,Ugandan community,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on prevention education within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about prevention education and encourage appropriate use of trusted health services and guidance.",Prevention education: A Community Story 0156,A short Ugandan public-health story about prevention education for community members.,"[{""scene_number"": 1, ""description"": ""A community health worker shares practical health information. The setting is a ugandan community."", ""caption"": ""Learning about prevention education can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a community health worker shares practical health information. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about prevention education to the community members."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about prevention education to the community members. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The community shares the message with other households."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the community shares the message with other households. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0953,Nutrition,Nutrition counselling,Mothers and caregivers,Ugandan community,UNICEF Uganda,https://www.unicef.org/uganda/stories/tackling-malnutrition-through-infant-and-young-child-feeding-counselling-sessions,This example focuses on nutrition counselling within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about nutrition counselling and encourage appropriate use of trusted health services and guidance.",Nutrition counselling: A Community Story 0953,A short Ugandan public-health story about nutrition counselling for mothers and caregivers.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan community."", ""caption"": ""Learning about nutrition counselling can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show residents attend a local health-education activity. the setting is a ugandan community. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about nutrition counselling to the mothers and caregivers."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show a trained health worker or trusted community member explains information about nutrition counselling to the mothers and caregivers. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in diverse Ugandan community, realistic local environment; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_1528,Maternal health,Pregnancy danger signs,Pregnant women and families,Ugandan household,UNICEF Uganda,https://www.unicef.org/uganda/key-practice-antenatal-care,This example focuses on pregnancy danger signs within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about pregnancy danger signs and encourage appropriate use of trusted health services and guidance.",Pregnancy danger signs: A Community Story 1528,A short Ugandan public-health story about pregnancy danger signs for pregnant women and families.,"[{""scene_number"": 1, ""description"": ""Residents attend a local health-education activity. The setting is a ugandan household."", ""caption"": ""Learning about pregnancy danger signs can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show residents attend a local health-education activity. the setting is a ugandan household. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about pregnancy danger signs to the pregnant women and families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show a trained health worker or trusted community member explains information about pregnancy danger signs to the pregnant women and families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The health worker reinforces the importance of using trusted health services."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic Ugandan household, culturally appropriate environment; show the health worker reinforces the importance of using trusted health services. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0935,Newborn health,Early newborn care,Families,Ugandan home,UNICEF Uganda,https://www.unicef.org/uganda/key-practice-newborn-care,This example focuses on early newborn care within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about early newborn care and encourage appropriate use of trusted health services and guidance.",Early newborn care: A Community Story 0935,A short Ugandan public-health story about early newborn care for families.,"[{""scene_number"": 1, ""description"": ""A family learns about an important health practice. The setting is a ugandan home."", ""caption"": ""Learning about early newborn care can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show a family learns about an important health practice. the setting is a ugandan home. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about early newborn care to the families."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show a trained health worker or trusted community member explains information about early newborn care to the families. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The family leaves with clear guidance on the next appropriate step."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in realistic ugandan home; show the family leaves with clear guidance on the next appropriate step. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0229,Mental health,Youth wellbeing,Adolescents,Ugandan school,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on youth wellbeing within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about youth wellbeing and encourage appropriate use of trusted health services and guidance.",Youth wellbeing: A Community Story 0229,A short Ugandan public-health story about youth wellbeing for adolescents.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan school."", ""caption"": ""Learning about youth wellbeing can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan school compound and classroom environment; show a family puts a recommended health practice into their daily routine. the setting is a ugandan school. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about youth wellbeing to the adolescents."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan school compound and classroom environment; show a trained health worker or trusted community member explains information about youth wellbeing to the adolescents. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan school compound and classroom environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan school compound and classroom environment; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
UGPH_0974,Non-communicable diseases,Health screening,Adults,Ugandan health facility,WHO Uganda,https://www.who.int/countries/uga/,This example focuses on health screening within the Ugandan public-health context. The health information should be interpreted and verified against the cited authoritative source.,"Communicate accurate, practical information about health screening and encourage appropriate use of trusted health services and guidance.",Health screening: A Community Story 0974,A short Ugandan public-health story about health screening for adults.,"[{""scene_number"": 1, ""description"": ""A family puts a recommended health practice into their daily routine. The setting is a ugandan health facility."", ""caption"": ""Learning about health screening can help families make informed health decisions."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show a family puts a recommended health practice into their daily routine. the setting is a ugandan health facility. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 2, ""description"": ""A trained health worker or trusted community member explains information about health screening to the adults."", ""caption"": ""The health worker shares clear information suited to the community."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show a trained health worker or trusted community member explains information about health screening to the adults. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 3, ""description"": ""The people apply or discuss the health message in an appropriate everyday situation."", ""caption"": ""The family or community discusses how to follow the guidance safely."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show the people apply or discuss the health message in an appropriate everyday situation. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}, {""scene_number"": 4, ""description"": ""The story ends with the community putting the health message into practice."", ""caption"": ""For health concerns, people are encouraged to use appropriate professional services."", ""visual_prompt"": ""Educational public-health visual story set in Ugandan health facility, clean realistic clinical environment; show the story ends with the community putting the health message into practice. with respectful, non-stigmatizing, culturally appropriate Ugandan representation.""}]"
